날짜,종목코드,종목명,업종명,시장구분,시가,고가,저가,종가,거래량,시가총액
2025-03-14,010470,오리콤,일반서비스,KOSDAQ,7170,7280,7000,7190,15538,86100609500
2025-03-14,417860,오브젠,IT 서비스,KOSDAQ,8220,8330,8210,8270,2884,36641177780
2025-03-14,352910,오비고,IT 서비스,KOSDAQ,4935,4985,4880,4960,38729,62683497920
2025-03-14,053980,오상자이엘,IT 서비스,KOSDAQ,3370,3415,3345,3415,26960,64826203945
2025-03-14,036220,오상헬스케어,제약,KOSDAQ,14030,14100,13860,13990,28260,202706929840
2025-03-14,052420,오성첨단소재,화학,KOSDAQ,1399,1417,1393,1405,212755,126857104370
2025-03-14,052300,오션인더블유,유통,KOSDAQ,2535,2535,2405,2405,24728,40560668915
2025-03-14,039200,오스코텍,제약,KOSDAQ,32150,32600,31150,31700,262957,1212467179200
2025-03-14,226400,오스테오닉,의료·정밀기기,KOSDAQ,7200,7360,7200,7240,97870,149589991240
2025-03-14,031510,오스템,운송장비·부품,KOSDAQ,1084,1127,1083,1089,12494,30492000000
2025-03-14,368970,오에스피,음식료·담배,KOSDAQ,2465,2500,2455,2485,40425,23225207600
2025-03-14,138080,오이솔루션,전기·전자,KOSDAQ,10270,10280,10000,10160,7486,107940805200
2025-03-14,080580,오킨스전자,전기·전자,KOSDAQ,5750,5880,5700,5810,94704,104203355130
2025-03-14,067170,오텍,운송장비·부품,KOSDAQ,2960,2975,2935,2975,4157,45790024875
2025-03-14,353590,오토앤,유통,KOSDAQ,4045,4075,3860,4065,10376,52339192050
2025-03-14,173130,오파스넷,IT 서비스,KOSDAQ,8130,8480,8110,8250,143949,107633402250
2025-03-14,440320,오픈놀,IT 서비스,KOSDAQ,7750,8180,7750,8160,73047,80008800000
2025-03-14,049480,오픈베이스,IT 서비스,KOSDAQ,2325,2375,2310,2370,51293,74471047710
2025-03-14,394280,오픈엣지테크놀로지,IT 서비스,KOSDAQ,13400,14150,13320,14090,140411,308396382630
2025-03-14,309930,오하임앤컴퍼니,유통,KOSDAQ,2040,2050,1870,1900,65401,40452881000
2025-03-14,476060,온코닉테라퓨틱스,일반서비스,KOSDAQ,13380,14230,13080,13890,241646,151150424400
2025-03-14,382150,온코크로스,일반서비스,KOSDAQ,10340,10950,10100,10500,1345737,124760338500
2025-03-14,244460,올리패스,제약,KOSDAQ,2060,2550,2015,2200,238590,10347108200
2025-03-14,226950,올릭스,일반서비스,KOSDAQ,45200,49750,44500,49700,1185334,925812345500
2025-03-14,057540,옴니시스템,의료·정밀기기,KOSDAQ,781,787,769,776,306176,47684699480
2025-03-14,131030,옵투스제약,제약,KOSDAQ,6540,6700,6540,6660,20222,107580058920
2025-03-14,082210,옵트론텍,의료·정밀기기,KOSDAQ,1585,1597,1544,1569,53268,52078834806
2025-03-14,109080,옵티시스,전기·전자,KOSDAQ,8860,8860,8670,8740,22352,49258640000
2025-03-14,380540,옵티코어,전기·전자,KOSDAQ,1421,1449,1248,1258,1792297,37613691768
2025-03-14,153710,옵티팜,제약,KOSDAQ,5650,5650,5450,5500,6794,80684769000
2025-03-14,432430,와이랩,오락·문화,KOSDAQ,5900,6020,5900,5950,73745,97819904000
2025-03-14,338840,와이바이오로직스,일반서비스,KOSDAQ,7000,7150,6910,7030,50843,103921087480
2025-03-14,122990,와이솔,전기·전자,KOSDAQ,6420,6510,6410,6490,55347,179588249170
2025-03-14,232140,와이씨,기계·장비,KOSDAQ,9990,10460,9990,10340,480721,848348919000
2025-03-14,112290,와이씨켐,화학,KOSDAQ,24800,25400,23800,25300,339475,255796788500
2025-03-14,065530,와이어블,통신,KOSDAQ,1282,1349,1268,1310,60407,69246600000
2025-03-14,067900,와이엔텍,일반서비스,KOSDAQ,6260,6320,6240,6270,9522,114111861930
2025-03-14,007530,와이엠,금속,KOSDAQ,2100,2220,2080,2220,37778,49404392820
2025-03-14,155650,와이엠씨,전기·전자,KOSDAQ,3430,3485,3430,3450,3454,67186535100
2025-03-14,273640,와이엠텍,전기·전자,KOSDAQ,10570,10970,10540,10810,13602,118542460000
2025-03-14,251370,와이엠티,화학,KOSDAQ,10950,11160,10710,10790,109044,176033066560
2025-03-14,066430,와이오엠,유통,KOSDAQ,570,632,558,619,1172890,24236001644
2025-03-14,209640,와이제이링크,기계·장비,KOSDAQ,8810,8970,8790,8800,111408,125149842400
2025-03-14,096250,와이즈넛,IT 서비스,KOSDAQ,11260,11530,11250,11400,35982,148947976800
2025-03-14,273060,와이즈버즈,일반서비스,KOSDAQ,760,760,745,756,101617,38147443992
2025-03-14,019210,와이지-원,금속,KOSDAQ,5130,5370,5090,5320,200200,178612717080
2025-03-14,122870,와이지엔터테인먼트,오락·문화,KOSDAQ,61700,62700,60300,61300,159587,1145761303700
2025-03-14,332570,와이팜,전기·전자,KOSDAQ,3905,4015,3880,3960,491025,174938227200
2025-03-14,079000,와토스코리아,화학,KOSDAQ,5240,5300,5240,5280,2638,38016000000
2025-03-14,403490,우듬지팜,음식료·담배,KOSDAQ,1476,1490,1452,1474,686576,66643171936
2025-03-14,032820,우리기술,전기·전자,KOSDAQ,1995,2045,1995,2010,2008634,331001638320
2025-03-14,041190,우리기술투자,금융,KOSDAQ,6250,6290,6190,6290,322511,528360000000
2025-03-14,115440,우리넷,전기·전자,KOSDAQ,7060,7150,7020,7110,60439,76747416120
2025-03-14,046970,우리로,유통,KOSDAQ,1364,1385,1319,1332,782981,58374898668
2025-03-14,082850,우리바이오,음식료·담배,KOSDAQ,2480,2495,2455,2485,177748,120414596330
2025-03-14,215360,우리산업,운송장비·부품,KOSDAQ,9620,9800,9620,9750,8832,89038589250
2025-03-14,072470,우리산업홀딩스,운송장비·부품,KOSDAQ,2460,2465,2400,2455,7340,46368422155
2025-03-14,073560,우리손에프앤지,음식료·담배,KOSDAQ,1318,1326,1315,1323,122103,91601401689
2025-03-14,037400,우리엔터프라이즈,유통,KOSDAQ,1091,1104,1091,1097,18873,28767010562
2025-03-14,153490,우리이앤엘,전기·전자,KOSDAQ,713,716,697,711,22555,36602280000
2025-03-14,101170,우림피티에스,기계·장비,KOSDAQ,5680,5840,5640,5680,145959,76680000000
2025-03-14,066590,우수AMS,운송장비·부품,KOSDAQ,3035,3035,3000,3015,23876,117805408560
2025-03-14,103840,우양,음식료·담배,KOSDAQ,2870,2920,2865,2895,35397,47380809060
2025-03-14,046940,우원개발,건설,KOSDAQ,2705,2765,2700,2720,65586,49162232000
2025-03-14,215380,우정바이오,일반서비스,KOSDAQ,1555,1602,1528,1540,24777,25917547040
2025-03-14,065680,우주일렉트로,전기·전자,KOSDAQ,28350,29850,27950,28300,45100,269699000000
2025-03-14,018620,우진비앤지,제약,KOSDAQ,891,894,880,885,37008,25567024305
2025-03-14,457550,우진엔텍,일반서비스,KOSDAQ,18000,18880,18000,18650,90929,172910472350
2025-03-14,396470,워트,기계·장비,KOSDAQ,8790,9040,8770,8940,108428,144112800000
2025-03-14,307280,원바이오젠,제약,KOSDAQ,1130,1175,1114,1124,134684,41541930612
2025-03-14,032940,원익,유통,KOSDAQ,3750,3960,3750,3920,173934,71317461600
2025-03-14,240810,원익IPS,기계·장비,KOSDAQ,25450,26400,25200,26000,258002,1276181426000
2025-03-14,074600,원익QnC,비금속,KOSDAQ,18910,20650,18910,20300,919691,533646400000
2025-03-14,104830,원익머트리얼즈,화학,KOSDAQ,19660,21300,19660,21200,254366,267289600000
2025-03-14,014190,원익큐브,유통,KOSDAQ,1613,1673,1613,1661,130868,58799243866
2025-03-14,217820,원익피앤이,기계·장비,KOSDAQ,2335,2400,2320,2375,90541,112704577625
2025-03-14,030530,원익홀딩스,화학,KOSDAQ,4520,4955,4520,4805,11607833,371128498705
2025-03-14,012620,원일특강,금속,KOSDAQ,7190,7200,7120,7170,1704,31548000000
2025-03-14,382840,원준,기계·장비,KOSDAQ,10110,11070,10060,10620,374230,162184190220
2025-03-14,336570,원텍,의료·정밀기기,KOSDAQ,6580,6750,6480,6560,791932,586074460640
2025-03-14,376980,원티드랩,IT 서비스,KOSDAQ,6160,6380,6040,6330,43764,61749112020
2025-03-14,008370,원풍,화학,KOSDAQ,4035,4060,4025,4035,3235,48420000000
2025-03-14,008290,원풍물산,섬유·의류,KOSDAQ,455,458,450,453,71934,18434236587
2025-03-14,101160,월덱스,전기·전자,KOSDAQ,18040,19640,17980,19220,367463,317341285460
2025-03-14,336060,웨이버스,IT 서비스,KOSDAQ,1283,1303,1267,1280,210439,61638656000
2025-03-14,095270,웨이브일렉트로,의료·정밀기기,KOSDAQ,4330,4445,4260,4335,18919,64900394760
2025-03-14,289930,웨이비스,전기·전자,KOSDAQ,8650,8980,8560,8900,84953,111424377700
2025-03-14,065950,웰크론,섬유·의류,KOSDAQ,2110,2150,2105,2125,39528,59991516750
2025-03-14,076080,웰크론한텍,건설,KOSDAQ,1229,1270,1228,1259,40019,28446042404
2025-03-14,043590,웰킵스하이텍,전기·전자,KOSDAQ,711,721,697,711,57010,19294237782
2025-03-14,196700,웹스,화학,KOSDAQ,1140,1140,1129,1140,5632,16375124160
2025-03-14,069080,웹젠,IT 서비스,KOSDAQ,12510,12750,12470,12700,93822,443876226800
2025-03-14,053580,웹케시,IT 서비스,KOSDAQ,9350,9990,9350,9990,59288,136226117520
2025-03-14,479960,위너스,전기·전자,KOSDAQ,20950,21250,19470,19510,1122180,133663010000
2025-03-14,071460,위니아,전기·전자,KOSDAQ,0,0,0,613,0,22047951835
2025-03-14,377460,위니아에이드,유통,KOSDAQ,0,0,0,1691,0,26030247855
2025-03-14,044340,위닉스,전기·전자,KOSDAQ,5860,5950,5720,5910,74444,105631941750
2025-03-14,330350,위더스제약,제약,KOSDAQ,6250,6310,6250,6290,5607,83041454310
2025-03-14,348350,위드텍,의료·정밀기기,KOSDAQ,7190,7290,7140,7290,11537,74238444000
2025-03-14,112040,위메이드,IT 서비스,KOSDAQ,31500,31750,30950,31150,227859,1057495245450
2025-03-14,101730,위메이드맥스,IT 서비스,KOSDAQ,8030,8390,7910,7920,175128,656850078720
2025-03-14,123420,위메이드플레이,IT 서비스,KOSDAQ,6770,7210,6750,6870,61598,78797814540
2025-03-14,065370,위세아이텍,IT 서비스,KOSDAQ,8480,8680,8070,8630,239683,63723523020
2025-03-14,038620,위즈코프,유통,KOSDAQ,711,754,711,750,101602,53855924250
2025-03-14,299900,위지윅스튜디오,오락·문화,KOSDAQ,1239,1263,1236,1240,326836,212100616160
2025-03-14,036090,위지트,기계·장비,KOSDAQ,714,726,711,725,234963,85834405900
2025-03-14,459100,위츠,전기·전자,KOSDAQ,7710,7930,7700,7810,98540,98187320000
2025-03-14,136540,윈스,IT 서비스,KOSDAQ,11000,11050,10930,11000,12790,135077206000
2025-03-14,097800,윈팩,전기·전자,KOSDAQ,665,677,665,672,518797,78254553888
2025-03-14,192390,윈하이텍,금속,KOSDAQ,3570,3670,3550,3665,27681,40433119285
2025-03-14,335870,윙스풋,유통,KOSDAQ,2200,2290,2150,2210,52834,36865942620
2025-03-14,900340,윙입푸드,금융,KOSDAQ,1617,1663,1617,1663,240903,83700333264
2025-03-14,036200,유니셈,기계·장비,KOSDAQ,6620,6920,6600,6880,215075,210969854240
2025-03-14,018000,유니슨,기계·장비,KOSDAQ,780,795,775,786,219811,132355769304
2025-03-14,203450,유니온커뮤니티,전기·전자,KOSDAQ,2845,2885,2840,2870,34100,40406750090
2025-03-14,011320,유니크,운송장비·부품,KOSDAQ,3470,3530,3440,3500,19389,67622432500
2025-03-14,086390,유니테스트,기계·장비,KOSDAQ,11460,11910,11460,11710,48253,247480615460
2025-03-14,241690,유니테크노,운송장비·부품,KOSDAQ,3240,3295,3165,3245,599792,79407440970
2025-03-14,142210,유니트론텍,유통,KOSDAQ,5640,5740,5640,5690,75455,109510263480
2025-03-14,389680,유디엠텍,IT 서비스,KOSDAQ,678,695,673,684,186872,27368754516
2025-03-14,088340,유라클,IT 서비스,KOSDAQ,10410,10410,10180,10340,13974,44772903120
2025-03-14,048430,유라테크,전기·전자,KOSDAQ,8890,9460,8810,9380,181863,108057600000
2025-03-14,206650,유바이오로직스,제약,KOSDAQ,11850,12240,11830,11860,133661,433296881020
2025-03-14,089850,유비벨록스,IT 서비스,KOSDAQ,6280,6360,6230,6350,16829,93536763650
2025-03-14,084440,유비온,IT 서비스,KOSDAQ,1034,1078,1022,1067,29071,21033557600
2025-03-14,032620,유비케어,IT 서비스,KOSDAQ,3360,3430,3360,3405,69446,177731258295
2025-03-14,264450,유비쿼스,전기·전자,KOSDAQ,7130,7230,7040,7190,19410,107263173770
2025-03-14,078070,유비쿼스홀딩스,금융,KOSDAQ,10050,10050,9960,10010,2366,181688507000
2025-03-14,024800,유성티엔에스,운송·창고,KOSDAQ,1855,1866,1850,1862,1678,68990473944
2025-03-14,054930,유신,일반서비스,KOSDAQ,22000,22450,22000,22350,6577,67050000000
2025-03-14,069330,유아이디,전기·전자,KOSDAQ,1298,1316,1284,1313,13429,18632902483
2025-03-14,049520,유아이엘,전기·전자,KOSDAQ,4670,4670,4545,4615,47102,100537479640
2025-03-14,435380,유안타제10호스팩,금융,KOSDAQ,2110,2115,2110,2110,3250,12090300000
2025-03-14,444920,유안타제11호스팩,금융,KOSDAQ,2035,2035,2020,2035,510,10663400000
2025-03-14,446150,유안타제12호스팩,금융,KOSDAQ,2150,2185,2150,2175,17474,10374750000
2025-03-14,449020,유안타제13호스팩,금융,KOSDAQ,2050,2060,2045,2050,28600,19946500000
2025-03-14,450940,유안타제14호스팩,금융,KOSDAQ,2035,2035,2030,2030,1110,9216200000
2025-03-14,473050,유안타제15호스팩,금융,KOSDAQ,2000,2000,1990,1999,9979,14012990000
2025-03-14,474490,유안타제16호스팩,금융,KOSDAQ,2005,2005,1992,2005,9253,11047550000
2025-03-14,493790,유안타제17호스팩,금융,KOSDAQ,1987,1989,1986,1987,14062,10550970000
2025-03-14,430700,유안타제9호스팩,금융,KOSDAQ,2105,2110,2105,2105,150976,11030200000
2025-03-14,263770,유에스티,금속,KOSDAQ,2080,2160,2080,2140,20914,50718368080
2025-03-14,388720,유일로보틱스,기계·장비,KOSDAQ,64200,69200,63000,67500,404776,775104255000
2025-03-14,340930,유일에너테크,기계·장비,KOSDAQ,2025,2445,1933,2190,3088679,74907745500
2025-03-14,023410,유진기업,비금속,KOSDAQ,3325,3340,3315,3335,109505,257831728105
2025-03-14,056080,유진로봇,기계·장비,KOSDAQ,8100,9170,8080,8380,5827910,314351833760
2025-03-14,468760,유진스팩10호,금융,KOSDAQ,2090,2095,2070,2095,725,8882800000
2025-03-14,488060,유진스팩11호,금융,KOSDAQ,2015,2015,2005,2015,507,9510800000
2025-03-14,442130,유진스팩9호,금융,KOSDAQ,2120,2120,2110,2120,15629,7335200000
2025-03-14,084370,유진테크,기계·장비,KOSDAQ,40600,43750,40600,42850,196620,981952399700
2025-03-14,240600,유진테크놀로지,금속,KOSDAQ,4850,5800,4850,5200,466425,36026385200
2025-03-14,221800,유투바이오,일반서비스,KOSDAQ,3125,3560,3120,3240,3585295,36570515040
2025-03-14,179900,유티아이,전기·전자,KOSDAQ,24600,25050,24100,24550,72735,440737041950
2025-03-14,263050,유틸렉스,제약,KOSDAQ,1794,1816,1771,1800,35482,66302740800
2025-03-14,191410,육일씨엔에쓰,전기·전자,KOSDAQ,1521,1526,1515,1523,10722,17064080365
2025-03-14,372170,윤성에프앤씨,기계·장비,KOSDAQ,37750,38550,37200,37400,30434,298416395200
2025-03-14,146060,율촌,금속,KOSDAQ,1333,1357,1330,1356,36889,32565146820
2025-03-14,072770,율호,IT 서비스,KOSDAQ,1760,1895,1655,1866,2124079,131064563304
2025-03-14,039020,이건홀딩스,종이·목재,KOSDAQ,3535,3540,3425,3515,114775,79385252135
2025-03-14,067920,이글루,IT 서비스,KOSDAQ,5300,5350,5250,5320,26880,58499353080
2025-03-14,044960,이글벳,유통,KOSDAQ,4515,4540,4375,4470,171837,56509217010
2025-03-14,303530,이노뎁,IT 서비스,KOSDAQ,6910,6990,6890,6950,9686,51008128050
2025-03-14,296640,이노룰스,IT 서비스,KOSDAQ,6180,6210,6120,6200,12578,32105162400
2025-03-14,302430,이노메트리,기계·장비,KOSDAQ,9740,10070,9650,9800,188983,96365438400
2025-03-14,462350,이노스페이스,운송장비·부품,KOSDAQ,20050,20550,19980,20100,33130,188451449400
2025-03-14,274400,이노시뮬레이션,IT 서비스,KOSDAQ,4860,5020,4800,4830,21901,37769759580
2025-03-14,073490,이노와이어리스,전기·전자,KOSDAQ,19910,20450,19840,20200,18060,153597689200
2025-03-14,215790,이노인스트루먼트,전기·전자,KOSDAQ,442,466,442,453,108596,18248266497
2025-03-14,344860,이노진,화학,KOSDAQ,1674,1675,1642,1666,36215,20041980000
2025-03-14,088390,이녹스,운송장비·부품,KOSDAQ,8500,8500,7900,8050,3038,75556044200
2025-03-14,272290,이녹스첨단소재,전기·전자,KOSDAQ,24800,25500,24800,25300,171390,511759747400
2025-03-14,053350,이니텍,IT 서비스,KOSDAQ,6550,6550,5570,6300,504012,124682770800
2025-03-14,452400,이닉스,운송장비·부품,KOSDAQ,9210,9580,9160,9490,11507,86087851720
2025-03-14,264850,이랜시스,전기·전자,KOSDAQ,4750,5060,4750,4965,258791,150412748580
2025-03-14,054210,이랜텍,전기·전자,KOSDAQ,4985,5190,4985,5140,67746,129996819400
2025-03-14,009730,이렘,금속,KOSDAQ,1117,1143,1117,1130,369717,68863284800
2025-03-14,065440,이루온,IT 서비스,KOSDAQ,1555,1569,1529,1565,57724,42685406300
2025-03-14,115610,이미지스,전기·전자,KOSDAQ,1898,1945,1891,1902,64202,31668781206
2025-03-14,478110,이베스트스팩6호,금융,KOSDAQ,2010,2035,2010,2020,16268,10140400000
2025-03-14,131400,이브이첨단소재,전기·전자,KOSDAQ,1825,1870,1825,1847,153009,110062512054
2025-03-14,351330,이삭엔지니어링,IT 서비스,KOSDAQ,7370,7670,7300,7630,20911,63241407600
2025-03-14,080010,이상네트웍스,유통,KOSDAQ,5350,5350,5280,5280,7018,51929174880
2025-03-14,086890,이수앱지스,제약,KOSDAQ,5450,5450,5260,5350,405735,192271633050
2025-03-14,047560,이스트소프트,IT 서비스,KOSDAQ,18380,18960,18270,18930,144164,219921963060
2025-03-14,900110,이스트아시아홀딩스,금융,KOSDAQ,49,49,47,48,4672485,26047228224
2025-03-14,239340,이스트에이드,IT 서비스,KOSDAQ,1459,1519,1458,1518,103357,40955084412
2025-03-14,067010,이씨에스,IT 서비스,KOSDAQ,2935,2940,2900,2940,12985,36144360000
2025-03-14,418620,이에이트,IT 서비스,KOSDAQ,3700,3750,3525,3750,57437,36189288750
2025-03-14,456070,이엔셀,제약,KOSDAQ,16580,17220,16500,16900,291273,181999091300
2025-03-14,102710,이엔에프테크놀로지,화학,KOSDAQ,24600,25500,24300,25100,158229,358624683600
2025-03-14,041520,이엘씨,유통,KOSDAQ,5780,6200,5770,6170,22815,75204464100
2025-03-14,063760,이엘피,의료·정밀기기,KOSDAQ,2010,2045,1985,1986,14532,18519708180
2025-03-14,123570,이엠넷,일반서비스,KOSDAQ,2420,2440,2380,2430,12010,54130869540
2025-03-14,083470,이엠앤아이,화학,KOSDAQ,1248,1265,1221,1250,3168,26675411250
2025-03-14,095190,이엠코리아,금속,KOSDAQ,2280,2305,2210,2260,103241,147488644120
2025-03-14,091120,이엠텍,전기·전자,KOSDAQ,17300,17300,16370,16430,131633,281494138480
2025-03-14,039030,이오테크닉스,기계·장비,KOSDAQ,134400,137900,133600,135400,82005,1668067070000
2025-03-14,294090,이오플로우,의료·정밀기기,KOSDAQ,2080,2440,1640,1773,7366639,60821648010
2025-03-14,088290,이원컴포텍,운송장비·부품,KOSDAQ,1410,1425,1345,1380,158481,43237703220
2025-03-14,353810,이지바이오,음식료·담배,KOSDAQ,4625,4800,4625,4800,328266,164120256000
2025-03-14,099750,이지케어텍,IT 서비스,KOSDAQ,18000,18100,17870,18030,3818,123231011280
2025-03-14,377330,이지트로닉스,전기·전자,KOSDAQ,5130,5380,5030,5300,45962,43141756200
2025-03-14,035810,이지홀딩스,음식료·담배,KOSDAQ,2750,2785,2740,2775,95635,180779719875
2025-03-14,092130,이크레더블,IT 서비스,KOSDAQ,13300,13350,13250,13250,3773,159577700000
2025-03-14,096040,이트론,유통,KOSDAQ,0,0,0,271,0,245561580945
2025-03-14,134060,이퓨쳐,오락·문화,KOSDAQ,3970,4000,3960,3965,1095,18910076250
2025-03-14,001840,이화공영,건설,KOSDAQ,1902,1902,1842,1853,45710,41291577508
2025-03-14,024810,이화전기,전기·전자,KOSDAQ,0,0,0,899,0,196834827360
2025-03-14,041830,인바디,의료·정밀기기,KOSDAQ,23400,23500,23150,23300,9419,318832120600
2025-03-14,352940,인바이오,화학,KOSDAQ,2230,2270,2200,2235,3859,24289376550
2025-03-14,079950,인베니아,기계·장비,KOSDAQ,687,693,668,671,18156,15567200000
2025-03-14,389470,인벤티지랩,일반서비스,KOSDAQ,14550,14550,14000,14080,61983,141434656000
2025-03-14,277410,인산가,음식료·담배,KOSDAQ,1254,1258,1244,1256,22193,48176126984
2025-03-14,060150,인선이엔티,일반서비스,KOSDAQ,4910,4995,4900,4995,22512,232585241940
2025-03-14,033230,인성정보,IT 서비스,KOSDAQ,1701,1728,1696,1696,146619,85674084480
2025-03-14,450520,인스웨이브시스템즈,IT 서비스,KOSDAQ,4130,4190,4080,4150,46985,61023998700
2025-03-14,465480,인스피언,IT 서비스,KOSDAQ,7640,7920,7640,7910,25613,80189776520
2025-03-14,037330,인지디스플레,전기·전자,KOSDAQ,1345,1355,1341,1353,16357,59376708072
2025-03-14,100030,인지소프트,IT 서비스,KOSDAQ,15880,16000,15880,16000,1214,52539424000
2025-03-14,211050,인카금융서비스,금융,KOSDAQ,5970,6230,5960,5990,244044,307765002000
2025-03-14,083640,인콘,유통,KOSDAQ,256,271,252,262,796623,20362731962
2025-03-14,064090,인크레더블버즈,유통,KOSDAQ,2590,2665,2460,2665,161597,132564415425
2025-03-14,216050,인크로스,일반서비스,KOSDAQ,7300,7365,7290,7310,30948,93883952820
2025-03-14,049070,인탑스,전기·전자,KOSDAQ,17550,18020,17550,17850,86290,307020000000
2025-03-14,119610,인터로조,의료·정밀기기,KOSDAQ,0,0,0,24900,0,329090302200
2025-03-14,017250,인터엠,전기·전자,KOSDAQ,1125,1125,1115,1118,12981,23528832106
2025-03-14,051370,인터플렉스,전기·전자,KOSDAQ,9200,9360,9150,9360,109866,218345137920
2025-03-14,064290,인텍플러스,기계·장비,KOSDAQ,11500,11730,11350,11550,286924,148578761100
2025-03-14,189300,인텔리안테크,전기·전자,KOSDAQ,41050,42500,40700,41700,163868,447580027800
2025-03-14,150840,인트로메딕,의료·정밀기기,KOSDAQ,0,0,0,5850,0,251537720850
2025-03-14,048530,인트론바이오,제약,KOSDAQ,4070,4150,4050,4090,110387,139676616580
2025-03-14,115310,인포바인,통신,KOSDAQ,36100,36850,32900,35650,33341,113826278950
2025-03-14,039290,인포뱅크,IT 서비스,KOSDAQ,6350,6530,6300,6520,11029,56684736560
2025-03-14,071200,인피니트헬스케어,IT 서비스,KOSDAQ,5280,5390,5250,5290,299200,129057262820
2025-03-14,101930,인화정공,운송장비·부품,KOSDAQ,31000,31800,30300,30700,18729,295203003100
2025-03-14,333430,일승,운송장비·부품,KOSDAQ,4815,4935,4775,4900,509483,150561060300
2025-03-14,068330,일신바이오,기계·장비,KOSDAQ,1020,1025,1015,1024,32346,45277327360
2025-03-14,178780,일월지엠엘,유통,KOSDAQ,3100,3140,3010,3065,56984,53175282675
2025-03-14,019540,일지테크,운송장비·부품,KOSDAQ,4050,4190,3815,3845,123096,51959407500
2025-03-14,094820,일진파워,건설,KOSDAQ,8950,9180,8950,9170,43515,138271761530
2025-03-14,950140,잉글우드랩,화학,KOSDAQ,7780,7990,7750,7860,87439,156161426760
2025-03-14,049550,잉크테크,화학,KOSDAQ,3785,3785,3730,3735,2389,73229444595
2025-03-14,389020,자람테크놀로지,전기·전자,KOSDAQ,40250,41850,40150,40900,43984,253487157000
2025-03-14,254120,자비스,기계·장비,KOSDAQ,1572,1596,1550,1557,79895,47884398390
2025-03-14,043910,자연과환경,비금속,KOSDAQ,559,567,559,564,74056,63952781748
2025-03-14,234920,자이글,전기·전자,KOSDAQ,3325,3390,3290,3390,17999,45869784900
2025-03-14,289220,자이언트스텝,오락·문화,KOSDAQ,6020,6120,5890,6000,36160,133873326000
2025-03-14,174880,장원테크,전기·전자,KOSDAQ,0,0,0,2650,0,11610352250
2025-03-14,049630,재영솔루텍,의료·정밀기기,KOSDAQ,707,717,703,714,220236,59739313998
2025-03-14,417840,저스템,기계·장비,KOSDAQ,8400,8730,8400,8600,30444,62342905000
2025-03-14,110020,전진바이오팜,화학,KOSDAQ,2645,2720,2640,2680,9413,24277482160
2025-03-14,208140,정다운,음식료·담배,KOSDAQ,2460,2540,2460,2530,175772,82691142380
2025-03-14,040420,정상제이엘에스,일반서비스,KOSDAQ,5620,5640,5600,5630,14806,88264617760
2025-03-14,045510,정원엔시스,유통,KOSDAQ,773,795,773,793,14027,25541968556
2025-03-14,217190,제너셈,기계·장비,KOSDAQ,8190,8450,8120,8360,82765,73310294640
2025-03-14,095700,제넥신,일반서비스,KOSDAQ,4075,4145,4040,4065,76633,185122108110
2025-03-14,072520,제넨바이오,유통,KOSDAQ,0,0,0,389,0,28849482466
2025-03-14,122310,제노레이,의료·정밀기기,KOSDAQ,5750,5980,5700,5740,13088,83539064560
2025-03-14,361390,제노코,전기·전자,KOSDAQ,19400,19470,18740,19100,91613,143265069900
2025-03-14,225220,제놀루션,제약,KOSDAQ,2300,2350,2300,2330,22953,44712748930
2025-03-14,123330,제닉,화학,KOSDAQ,23500,24350,23300,24050,60512,191646754000
2025-03-14,381620,제닉스,기계·장비,KOSDAQ,10130,10460,10130,10230,98676,134196321600
2025-03-14,159580,제로투세븐,유통,KOSDAQ,5490,5730,5450,5680,107852,113785372480
2025-03-14,147830,제룡산업,금속,KOSDAQ,5820,5990,5820,5960,87480,119200000000
2025-03-14,033100,제룡전기,전기·전자,KOSDAQ,37550,38450,37550,38250,84293,614387144250
2025-03-14,079370,제우스,기계·장비,KOSDAQ,15440,16110,15410,16020,659130,496892179800
2025-03-14,054950,제이브이엠,기계·장비,KOSDAQ,22250,23150,22200,22450,86088,271418075400
2025-03-14,023440,제이스코홀딩스,금속,KOSDAQ,1830,1845,1790,1830,228789,128067248490
2025-03-14,090470,제이스텍,기계·장비,KOSDAQ,4800,4920,4770,4830,30725,84411949020
2025-03-14,137950,제이씨케미칼,화학,KOSDAQ,4200,4200,4125,4150,40759,92411428100
2025-03-14,033320,제이씨현시스템,유통,KOSDAQ,5190,5280,5150,5270,227125,100733056640
2025-03-14,417500,제이아이테크,화학,KOSDAQ,3370,3535,3370,3460,108509,113435214240
2025-03-14,204270,제이앤티씨,전기·전자,KOSDAQ,18060,18800,18050,18660,670369,1079452375560
2025-03-14,026040,제이에스티나,기타제조,KOSDAQ,1890,1929,1875,1901,26311,31373704790
2025-03-14,452160,제이엔비,기계·장비,KOSDAQ,5520,5740,5520,5670,10302,54531378090
2025-03-14,126880,제이엔케이글로벌,기계·장비,KOSDAQ,4015,4095,4015,4085,28513,94792028755
2025-03-14,322510,제이엘케이,IT 서비스,KOSDAQ,7490,7890,7350,7810,243876,199380646520
2025-03-14,033050,제이엠아이,화학,KOSDAQ,817,822,809,814,19365,26519584388
2025-03-14,094970,제이엠티,전기·전자,KOSDAQ,2520,2555,2500,2520,26399,42205564800
2025-03-14,418550,제이오,일반서비스,KOSDAQ,10440,12040,10440,11140,1676992,356676877220
2025-03-14,420570,제이투케이바이오,화학,KOSDAQ,12720,13810,12550,12660,203143,72577336620
