종목코드,종목명,업종,RS,RS_1M,RS_2M,RS_3M,MTT,시가총액,테마명
033310,엠투엔,기타 금속 가공제품 제조업,21,48,29,49,0,70760273174,
011170,롯데케미칼,화학,21,72,88,67,0,2964336536700,석유화학
064240,홈캐스트,기타 전문 도매업,21,90,26,9,0,69024883640,
192650,드림텍,핸드셋,20,15,35,28,0,487052589870,"코로나19(진단키트),자율주행차,LED,바이오인식(생체인식),2019 상반기 신규상장,스마트폰,갤럭시 부품주,코로나19(진단/치료제/백신 개발 등)"
353190,휴럼,제약,20,23,33,42,0,27131731380,"2020 상반기 신규상장,건강기능식품,기업인수목적회사(SPAC),음식료업종"
290090,트윔,디스플레이장비및부품,20,23,38,37,0,55318393920,"스마트팩토리(스마트공장),2021 하반기 신규상장,지능형로봇/인공지능(AI)"
196490,디에이테크놀로지,전기제품,20,66,53,46,0,36245520080,"2차전지,2차전지(장비),폐배터리,리비안(RIVIAN),자율주행차,2차전지(전고체)"
215200,메가스터디교육,교육서비스,20,83,55,34,0,437836556550,교육/온라인 교육
289080,SV인베스트먼트,창업투자,20,21,42,56,0,70681500640,"창투사,코로나19(진단/치료제/백신 개발 등)"
100130,동국S&C,철강,20,8,8,16,0,115143145000,풍력에너지
065510,휴비츠,건강관리장비와용품,20,81,66,67,0,98247717680,"황사/미세먼지,의료기기,U-Healthcare(원격진료),고령화 사회(노인복지)"
093370,후성,화학,20,71,59,43,0,544857076400,"2차전지,日 수출 규제(국산화 등),온실가스(탄소배출권),2차전지(소재/부품),K-뉴딜지수(2차전지),3D 낸드(NAND),반도체 재료/부품,리튬,여름,K-뉴딜지수"
024070,WISCOM,플라스틱제품 제조업,20,63,22,9,0,28798377002,
140070,서플러스글로벌,반도체와반도체장비,20,28,48,36,0,96168800000,반도체 장비
290560,신시웨이,소프트웨어 개발 및 공급업,20,45,68,64,0,24741461360,
005960,동부건설,건설,20,72,40,20,0,80885866125,건설 중소형
000230,일동홀딩스,제약,20,47,28,27,0,72704520000,지주사
047400,유니온머티리얼,자동차부품,20,15,10,15,0,83328000000,"요소수,공작기계,페라이트,자동차부품,희귀금속(희토류 등)"
021080,에이티넘인베스트,창업투자,20,48,40,20,0,101040000000,"창투사,두나무(Dunamu),가상화폐(비트코인 등)"
089790,제이티,반도체와반도체장비,20,16,16,83,0,45388257200,반도체 장비
440290,HB인베스트먼트,기타 금융업,20,52,79,66,0,47355946470,
403870,HPSP,반도체와반도체장비,20,17,59,68,0,2413108615200,"2022 하반기 신규상장,반도체 장비"
046890,서울반도체,디스플레이장비및부품,20,30,23,21,0,388313964000,"휴대폰부품,마이크로 LED,LED"
256840,한국비엔씨,건강관리장비와용품,20,21,18,32,0,267765978690,"보톡스(보툴리눔톡신),코로나19(진단/치료제/백신 개발 등),마리화나(대마),코로나19(치료제/백신 개발 등),의료기기"
439580,블루엠텍,기타 전문 도매업,20,39,21,7,0,118962853650,
003280,흥아해운,해운사,20,34,13,53,0,391171310673,해운
011280,태림포장,포장재,20,75,48,59,0,144090087900,골판지 제조
299030,하나기술,전자장비와기기,20,32,70,85,0,179885475000,"2020 하반기 신규상장,폐배터리,2차전지(장비),2차전지"
037330,인지디스플레,디스플레이장비및부품,20,35,39,33,0,58411233144,LCD 부품/소재
222810,세토피아,비철금속,19,66,53,46,0,81712098000,"보안주(정보),마리화나(대마),희귀금속(희토류 등)"
049070,인탑스,핸드셋,19,9,25,61,0,299624000000,"스마트폰,자동차부품,갤럭시 부품주,휴대폰부품"
000400,롯데손해보험,손해보험,19,56,22,17,0,562329411840,손해보험
298050,HS효성첨단소재,화학,19,25,70,60,0,857910042000,"수소차(연료전지/부품/충전소 등),타이어,자동차부품"
332290,누보,화학,19,66,34,52,0,33618496621,"비료,농업,2019 하반기 신규상장,기업인수목적회사(SPAC)"
035600,KG이니시스,IT서비스,19,59,45,22,0,242489531460,"인터넷은행,애플페이,삼성페이,핀테크(FinTech),K-뉴딜지수,전자결제(전자화폐),K-뉴딜지수(인터넷)"
060250,NHN KCP,IT서비스,19,61,81,40,0,328915404090,"전자결제(전자화폐),K-뉴딜지수(인터넷),K-뉴딜지수,삼성페이,핀테크(FinTech),애플페이"
091590,남화토건,건설,19,47,32,21,0,44846800000,"케이블TV SO/MSO,남북경협,건설 중소형"
007120,미래아이앤지,IT서비스,19,33,16,9,0,22496435632,방위산업/전쟁 및 테러
005420,코스모화학,화학,19,14,39,62,0,702486490120,"리튬,폐배터리,2차전지(소재/부품),2차전지"
002210,동성제약,제약,19,66,18,10,0,100227724800,"화장품,제약업체,탈모 치료,코로나19(덱사메타손)"
150900,파수,소프트웨어,19,30,27,22,0,52818107440,"보안주(정보),마이데이터,블록체인,재택근무/스마트워크"
298540,더네이쳐홀딩스,섬유/의류/신발/호화품,19,40,31,31,0,134664606720,"2020 하반기 신규상장,패션/의류"
307280,원바이오젠,건강관리장비와용품,19,46,30,31,0,40248365157,기업인수목적회사(SPAC)
123890,한국자산신탁,신탁업 및 집합투자업,19,47,19,13,0,307464824960,
006840,AK홀딩스,화학,19,79,66,29,0,137112256350,"페인트,항공/저가 항공사(LCC),지주사"
097800,윈팩,반도체와반도체장비,19,2,4,12,0,66609530988,시스템반도체
095720,웅진씽크빅,교육서비스,19,44,30,23,0,175338085230,"교육/온라인 교육,엔젤산업,출산장려정책"
263600,덕우전자,핸드셋,19,18,33,31,0,74713153900,"카메라모듈/부품,자동차부품,아이폰"
373170,엠아이큐브솔루션,소프트웨어 개발 및 공급업,19,22,42,66,0,37230302700,
069640,한세엠케이,섬유/의류/신발/호화품,19,52,25,25,0,34261199276,"골프,패션/의류"
131370,알서포트,소프트웨어,19,25,37,40,0,144353794930,"인터넷은행,재택근무/스마트워크,4차산업 수혜주,카카오뱅크(kakao BANK)"
270660,에브리봇,가정용기기와용품,19,7,17,61,0,188708209380,"2021 하반기 신규상장,지능형로봇/인공지능(AI)"
060570,드림어스컴퍼니,방송과엔터테인먼트,19,47,55,65,0,129312889830,"4차산업 수혜주,사물인터넷,음원/음반,여름"
015750,성우하이텍,자동차부품,19,60,64,64,0,427200000000,"자동차부품,2차전지,2차전지(소재/부품)"
382840,원준,전기제품,18,16,25,56,0,154548399720,"2차전지(장비),2021 하반기 신규상장,2차전지"
000430,대원강업,자동차부품,18,53,27,26,0,225370000000,"수소차(연료전지/부품/충전소 등),자동차부품"
074430,아미노로직스,제약,18,54,40,38,0,80185908572,mRNA(메신저 리보핵산)
064480,브리지텍,IT서비스,18,15,35,26,0,61196800000,"핀테크(FinTech),AI 챗봇(챗GPT 등),인터넷은행,음성인식"
024900,덕양산업,자동차부품,18,78,39,33,0,93949967300,"전기차,자동차부품,그래핀"
288620,에스퓨얼셀,전기제품,18,30,14,33,0,57230391200,수소차(연료전지/부품/충전소 등)
199800,툴젠,생물공학,18,4,10,9,0,290488252250,"유전자 치료제/분석,2021 하반기 신규상장"
950130,엑세스바이오,생명과학도구및서비스,18,34,13,22,0,188450520840,"엠폭스(원숭이두창),코로나19(진단/치료제/백신 개발 등),유전자 치료제/분석,백신/진단시약/방역(신종플루, AI 등),코로나19(진단키트)"
317330,덕산테코피아,디스플레이장비및부품,18,1,3,3,0,507819283200,"2차전지,OLED(유기 발광 다이오드),반도체 재료/부품,2차전지(전고체),2019 하반기 신규상장"
054780,키이스트,방송과엔터테인먼트,18,84,44,16,0,83078120250,"영상콘텐츠,엔터테인먼트"
369370,블리츠웨이스튜디오,레저용장비와제품,18,60,38,20,0,76254151919,"기업인수목적회사(SPAC),캐릭터상품,2020 하반기 신규상장"
000020,동화약품,제약,18,52,37,32,0,170102652300,"코로나19(진단/치료제/백신 개발 등),제약업체,코로나19(치료제/백신 개발 등),겨울"
293490,카카오게임즈,게임엔터테인먼트,18,50,36,17,0,1299345732160,"게임,K-뉴딜지수(게임),2020 하반기 신규상장,크래프톤 관련주,NFT(대체불가토큰),모바일게임(스마트폰)"
290660,네오펙트,건강관리업체및서비스,18,71,30,27,0,36634712205,"U-Healthcare(원격진료),의료기기,지능형로봇/인공지능(AI)"
121600,나노신소재,화학,18,44,66,61,0,841529382000,"OLED(유기 발광 다이오드),2차전지,2차전지(소재/부품),LED,태양광에너지"
038540,상상인,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,18,94,78,74,0,93062222466,
043610,지니뮤직,방송과엔터테인먼트,18,40,32,32,0,116114645124,"메타버스(Metaverse),엔터테인먼트,가상현실(VR),음원/음반,모바일콘텐츠(스마트폰/태블릿PC)"
424980,마이크로투나노,반도체와반도체장비,18,18,23,49,0,35927662300,"2023 상반기 신규상장,반도체 재료/부품"
289220,자이언트스텝,양방향미디어와서비스,18,18,36,41,0,131865226110,"모바일콘텐츠(스마트폰/태블릿PC),메타버스(Metaverse),영상콘텐츠,2021 상반기 신규상장"
148780,비큐AI,소프트웨어,18,5,41,33,0,30470907525,"2022 상반기 신규상장,지능형로봇/인공지능(AI)"
067160,SOOP,양방향미디어와서비스,18,5,23,11,0,963261474600,"NFT(대체불가토큰),K-뉴딜지수,가상현실(VR),스포츠행사 수혜(올림픽, 월드컵 등),SNS(소셜네트워크서비스),K-뉴딜지수(인터넷)"
138360,협진,특수 목적용 기계 제조업,18,80,58,15,0,30217655000,
201490,미투온,게임엔터테인먼트,18,78,32,37,0,53304221368,"NFT(대체불가토큰),가상현실(VR),게임,모바일게임(스마트폰),메타버스(Metaverse)"
101360,에코앤드림,화학,18,59,77,82,0,508682860400,"2차전지,2020 하반기 신규상장,2차전지(소재/부품)"
238490,힘스,디스플레이장비및부품,18,19,28,53,0,40554366060,OLED(유기 발광 다이오드)
038070,서린바이오,생물공학,17,36,32,7,0,59901549480,"콜드체인(저온 유통),mRNA(메신저 리보핵산),메르스 코로나 바이러스,코로나19(혈장치료/혈장치료제)"
168330,내츄럴엔도텍,화장품,17,86,34,24,0,44806163900,"건강기능식품,화장품"
005360,모나미,문구류,17,43,28,15,0,37889100535,"日제품 불매운동(수혜),엔젤산업"
040300,YTN,방송과엔터테인먼트,17,76,32,6,0,132930000000,"미디어(방송/신문),방위산업/전쟁 및 테러,모바일콘텐츠(스마트폰/태블릿PC)"
357230,에이치피오,식품,17,35,51,54,0,107538639285,"건강기능식품,2021 상반기 신규상장,음식료업종"
413630,씨피시스템,창업투자,17,18,8,3,0,57449823584,"기업인수목적회사(SPAC),2022 상반기 신규상장"
061250,화일약품,제약,17,28,10,14,0,90001873158,"구충제(펜벤다졸, 이버멕틴 등),치매,마리화나(대마),제약업체,코로나19(덱사메타손),백신/진단시약/방역(신종플루, AI 등)"
027580,상보,디스플레이장비및부품,17,18,20,17,0,68591102361,"북한 광물자원개발,탄소나노튜브(CNT),폴더블폰,그래핀,LCD 부품/소재"
221840,하이즈항공,우주항공과국방,17,74,31,38,0,26554796620,"항공기부품,UAM(도심항공모빌리티)"
317240,TS트릴리온,가정용품,17,91,15,14,0,25952303124,"2019 상반기 신규상장,기업인수목적회사(SPAC),탈모 치료"
051910,LG화학,화학,17,86,78,37,0,18459897694500,"바이오시밀러(복제 바이오의약품),LCD 부품/소재,탄소나노튜브(CNT),니켈,2차전지(전고체),2차전지(소재/부품),OLED(유기 발광 다이오드),석유화학,2차전지,고령화 사회(노인복지),태블릿PC,전력저장장치(ESS),전기차,폐배터리,리튬,아이폰,K-뉴딜지수,2차전지(LFP/리튬인산철),K-뉴딜지수(2차전지),2차전지(생산),폴더블폰,백신/진단시약/방역(신종플루, AI 등)"
053610,프로텍,반도체와반도체장비,17,21,48,73,0,275000000000,"3D 프린터,전자파,LED장비,아이폰,반도체 장비"
033250,체시스,자동차부품,17,6,25,13,0,35200000000,"아프리카 돼지열병(ASF),백신/진단시약/방역(신종플루, AI 등),자동차부품,비료,구충제(펜벤다졸, 이버멕틴 등)"
452300,캡스톤파트너스,기타 금융업,17,29,57,53,0,38976490700,
264450,유비쿼스,통신장비,17,44,39,26,0,107710725260,"사물인터넷,5G(5세대 이동통신),통신장비"
418470,밀리의서재,서적/ 잡지 및 기타 인쇄물 출판업,17,15,38,20,0,111595664570,
032850,비트컴퓨터,건강관리기술,17,41,36,30,0,78960641750,"4차산업 수혜주,SI(시스템통합),고령화 사회(노인복지),U-Healthcare(원격진료),교육/온라인 교육"
255440,야스,디스플레이장비및부품,17,19,24,14,0,95976300000,OLED(유기 발광 다이오드)
131400,이브이첨단소재,전자장비와기기,17,14,36,30,0,107678916774,"PCB(FPCB 등),리튬"
950190,고스트스튜디오,게임엔터테인먼트,17,43,19,12,0,103750374880,"모바일게임(스마트폰),2020 하반기 신규상장"
140410,메지온,자연과학 및 공학 연구개발업,17,80,45,38,0,874929440400,
367000,플래티어,IT서비스,17,62,60,59,0,35188528365,2021 하반기 신규상장
370090,퓨런티어,전자장비와기기,17,2,1,3,0,146236224700,"카메라모듈/부품,자율주행차,2022 상반기 신규상장"
001500,현대차증권,증권,17,24,19,12,0,356158333440,증권
047080,한빛소프트,게임엔터테인먼트,17,39,67,59,0,32343537686,"드론(Drone),블록체인,가상화폐(비트코인 등),모바일게임(스마트폰),가상현실(VR),메타버스(Metaverse),게임,증강현실(AR)"
020120,키다리스튜디오,양방향미디어와서비스,16,74,57,21,0,122866384290,"모바일콘텐츠(스마트폰/태블릿PC),웹툰"
066670,디티씨,핸드셋,16,45,38,52,0,54767319740,"LCD 부품/소재,전기차(충전소/충전기),스마트폰,휴대폰부품"
080160,모두투어,호텔/레스토랑/레저,16,58,43,27,0,183141000000,"여행,환율하락 수혜"
083790,CG인바이츠,생명과학도구및서비스,16,53,34,20,0,171474025860,"코로나19(카모스타트),면역항암제,코로나19(치료제/백신 개발 등),코로나19(진단/치료제/백신 개발 등),슈퍼박테리아"
108230,톱텍,디스플레이장비및부품,16,28,37,35,0,170344137600,"마스크,OLED(유기 발광 다이오드),스마트팩토리(스마트공장),태양광에너지,2차전지(장비),LCD장비,2차전지"
267850,아시아나IDT,IT서비스,16,38,33,12,0,125097000000,SI(시스템통합)
036540,SFA반도체,반도체와반도체장비,16,13,42,56,0,529562175660,"SSD,시스템반도체,반도체 장비"
285130,SK케미칼,화학,16,40,64,24,0,735011155800,"석유화학,코로나19(나파모스타트),치매,백신/진단시약/방역(신종플루, AI 등),U-Healthcare(원격진료)"
236810,엔비티,광고,16,82,74,57,0,56952554230,"메타버스(Metaverse),NFT(대체불가토큰),2021 상반기 신규상장,웹툰,광고,쿠팡(coupang),토스(toss)"
101400,엔시트론,반도체 제조업,16,79,41,25,0,24526004527,
084850,아이티엠반도체,전자장비와기기,16,47,60,22,0,286258627080,"2차전지,아이폰,2차전지(소재/부품),2019 하반기 신규상장"
396270,넥스트칩,반도체와반도체장비,16,0,0,2,0,132049262000,"자율주행차,시스템반도체,2022 하반기 신규상장"
237820,플레이디,광고,16,4,16,14,0,71831984000,"광고,2020 상반기 신규상장"
330860,네패스아크,반도체와반도체장비,16,19,71,84,0,153640807450,"2020 하반기 신규상장,반도체 장비,시스템반도체"
111380,동인기연,가죽/ 가방 및 유사제품 제조업,16,22,24,13,0,94677600000,
002690,동일제강,철강,16,59,28,17,0,24908541720,"철강 중소형,철도"
063170,서울옥션,판매업체,16,38,32,29,0,116954676860,"NFT(대체불가토큰),STO(증권형 토큰 발행)"
318000,KBG,화학,16,52,61,59,0,42040472630,2019 하반기 신규상장
046390,삼화네트웍스,방송과엔터테인먼트,16,41,18,11,0,50944060940,"엔터테인먼트,영상콘텐츠"
396300,세아메카닉스,비철금속,16,48,23,29,0,59468927500,"전기차,2차전지,자동차부품,2022 상반기 신규상장"
067000,조이시티,게임엔터테인먼트,16,70,35,31,0,111216382586,"웹툰,모바일게임(스마트폰),게임"
032680,소프트센,IT서비스,16,45,45,70,0,35056133648,U-Healthcare(원격진료)
154030,아시아종묘,생물공학,16,27,7,18,0,21506308861,농업
053160,프리엠스,기계,16,8,5,2,0,61740000000,"우크라이나 재건,화폐/금융자동화기기(디지털화폐 등),건설기계"
063080,컴투스홀딩스,게임엔터테인먼트,16,10,2,2,0,151359656400,"모바일콘텐츠(스마트폰/태블릿PC),모바일게임(스마트폰),게임,NFT(대체불가토큰),지주사"
180400,DXVX,생명과학도구및서비스,15,86,41,70,0,92089557272,"메르스 코로나 바이러스,마이크로바이옴"
067370,선바이오,생물공학,15,28,12,10,0,76713447650,"2022 하반기 신규상장,바이오시밀러(복제 바이오의약품)"
033640,네패스,반도체와반도체장비,15,16,73,80,0,180092367620,"지능형로봇/인공지능(AI),LCD 부품/소재,반도체 재료/부품,시스템반도체"
001290,상상인증권,증권,15,72,46,49,0,45826601760,증권
084670,동양고속,육상 여객 운송업,15,58,41,32,0,20500628520,
012340,뉴인텍,전기제품,15,56,39,43,0,25199045190,"수소차(연료전지/부품/충전소 등),전기차,태양광에너지"
048410,현대바이오,화장품,15,13,9,11,0,565694542240,"코로나19(치료제/백신 개발 등),화장품,엠폭스(원숭이두창),코로나19(진단/치료제/백신 개발 등)"
054040,한국컴퓨터,디스플레이장비및부품,15,39,29,17,0,74490429150,"휴대폰부품,스마트폰,LCD 부품/소재"
029480,광무,통신장비,15,76,29,9,0,125465255880,"2차전지(소재/부품),NI(네트워크통합),SI(시스템통합),리튬,2차전지,제4이동통신"
002070,비비안,섬유/의류/신발/호화품,15,39,12,5,0,24214298506,"마스크,日제품 불매운동(수혜),패션/의류,메타버스(Metaverse)"
072470,우리산업홀딩스,자동차부품,15,48,48,46,0,45329618400,지주사
123420,위메이드플레이,게임엔터테인먼트,15,12,19,21,0,77650830340,"게임,모바일게임(스마트폰)"
308170,씨티알모빌리티,자동차부품,15,39,25,39,0,47355000000,"자동차부품,전기차,2019 하반기 신규상장"
054220,비츠로시스,IT서비스,15,38,8,6,0,22902076942,"사물인터넷,수자원(양적/질적 개선),네옴시티,CCTV＆DVR,GTX(수도권 광역급행철도),전력설비,스마트그리드(지능형전력망),철도"
033240,자화전자,전자장비와기기,15,27,82,70,0,295559305800,"갤럭시 부품주,스마트폰,남북경협,카메라모듈/부품"
303030,지니틱스,반도체와반도체장비,15,27,12,71,0,33279216908,"삼성페이,시스템반도체"
417010,나노팀,전자장비와기기,15,21,36,19,0,135484124160,"2023 상반기 신규상장,전기차,2차전지,2차전지(소재/부품)"
383310,에코프로에이치엔,상업서비스와공급품,15,32,28,13,0,629247960000,"황사/미세먼지,온실가스(탄소배출권)"
101730,위메이드맥스,게임엔터테인먼트,15,11,12,19,0,644409736320,"게임,모바일게임(스마트폰)"
312610,에이에프더블류,전기제품,15,23,6,38,0,24855201576,"2차전지(소재/부품),2차전지,2019 하반기 신규상장"
403490,우듬지팜,과실/ 채소 가공 및 저장 처리업,15,57,35,26,0,64789460912,
068760,셀트리온제약,제약,15,73,43,65,0,2242433339300,"제약업체,K-뉴딜지수(바이오),바이오시밀러(복제 바이오의약품),K-뉴딜지수"
286940,롯데이노베이트,IT서비스,15,41,50,51,0,297292061550,"전기차(충전소/충전기),4차산업 수혜주,블록체인,SI(시스템통합)"
039290,인포뱅크,IT서비스,15,6,7,26,0,54076543160,"모바일솔루션(스마트폰),SNS(소셜네트워크서비스),모바일콘텐츠(스마트폰/태블릿PC),카카오뱅크(kakao BANK),AI 챗봇(챗GPT 등),핀테크(FinTech),스마트카(SMART CAR),전자결제(전자화폐),인터넷은행,자율주행차"
035620,바른손이앤에이,방송과엔터테인먼트,14,19,14,27,0,28435955850,"영상콘텐츠,모더나(MODERNA),모바일게임(스마트폰),가상현실(VR),게임,영화"
360070,탑머티리얼,전자장비와기기,14,4,77,79,0,253885035900,"2022 하반기 신규상장,2차전지"
092220,KEC,반도체와반도체장비,14,16,37,52,0,160610512800,"전기차,반도체 재료/부품"
024850,HLB이노베이션,반도체와반도체장비,14,1,5,13,0,287742421262,반도체 재료/부품
204630,스튜디오산타클로스,방송과엔터테인먼트,14,66,53,46,0,23668225650,"엔터테인먼트,화장품,영상콘텐츠"
417180,핑거스토리,양방향미디어와서비스,14,71,21,11,0,37584227115,"2022 하반기 신규상장,모바일콘텐츠(스마트폰/태블릿PC),웹툰"
031510,오스템,자동차부품,14,60,30,13,0,31332000000,자동차부품
096690,에이루트,컴퓨터와주변기기,14,46,10,6,0,44491184181,"RFID(NFC 등),전력설비,카지노"
195990,에이비프로바이오,기계,14,22,5,9,0,93947607930,"원자력발전소 해체,공작기계,모더나(MODERNA)"
248070,솔루엠,전자장비와기기,14,37,28,11,0,886598419230,"전기차(충전소/충전기),2021 상반기 신규상장"
950220,네오이뮨텍,제약,14,15,15,14,0,100350476975,"면역항암제,2021 상반기 신규상장"
017040,광명전기,전기장비,14,17,11,23,0,59762571085,"전력설비,태양광에너지,스마트그리드(지능형전력망),원자력발전"
251270,넷마블,게임엔터테인먼트,14,16,13,4,0,3515498231800,"가상현실(VR),증강현실(AR),K-뉴딜지수(게임),인터넷은행,모바일게임(스마트폰),K-뉴딜지수,게임,카카오뱅크(kakao BANK)"
105630,한세실업,섬유/의류/신발/호화품,14,44,23,10,0,482800000000,패션/의류
302440,SK바이오사이언스,제약,14,19,15,5,0,3325842587850,"코로나19(진단/치료제/백신 개발 등),백신/진단시약/방역(신종플루, AI 등),2021 상반기 신규상장,제약업체,코로나19(치료제/백신 개발 등),K-뉴딜지수(바이오)"
338840,와이바이오로직스,자연과학 및 공학 연구개발업,14,15,16,12,0,98451556560,
042040,케이피엠테크,화학,14,42,10,23,0,44039110030,"마스크,코로나19(진단/치료제/백신 개발 등),메르스 코로나 바이러스,코로나19(치료제/백신 개발 등),日 수출 규제(국산화 등),가상화폐(비트코인 등)"
042520,한스바이오메드,건강관리장비와용품,14,26,11,29,0,99418797450,의료기기
080720,한국유니온제약,제약,14,66,53,46,0,21562456300,"코로나19(덱사메타손),제약업체,코로나19(혈장치료/혈장치료제)"
089590,제주항공,항공사,14,49,34,7,0,568518944250,"UAM(도심항공모빌리티),항공/저가 항공사(LCC)"
053980,오상자이엘,소프트웨어,14,31,33,36,0,63307581305,"코로나19(진단/치료제/백신 개발 등),SI(시스템통합),코로나19(진단키트),엠폭스(원숭이두창),화장품"
285800,진영,화학,14,8,30,37,0,36614880650,"리모델링/인테리어,2023 상반기 신규상장"
376180,피코그램,가정용기기와용품,14,23,6,30,0,42715083180,2021 하반기 신규상장
215480,토박스코리아,섬유/의류/신발/호화품,14,31,6,6,0,21902000000,"출산장려정책,패션/의류,엔젤산업"
025560,미래산업,반도체와반도체장비,13,51,40,39,0,47712391632,반도체 장비
357430,마스턴프리미어리츠,부동산,13,61,50,42,0,45788465807,"2022 상반기 신규상장,리츠(REITs)"
419050,삼기이브이,자동차부품,13,27,19,17,0,90484451680,"전기차,2023 상반기 신규상장,2차전지(소재/부품),2차전지"
263690,디알젬,건강관리장비와용품,13,45,32,36,0,61158294000,의료기기
031310,아이즈비전,통신장비,13,12,11,20,0,41244787408,MVNO(가상이동통신망사업자)
425040,티이엠씨,반도체와반도체장비,13,7,31,60,0,168183729180,"2023 상반기 신규상장,반도체 재료/부품"
263050,유틸렉스,생물공학,13,8,9,8,0,60224989560,"면역항암제,코로나19(진단/치료제/백신 개발 등),코로나19(치료제/백신 개발 등)"
274400,이노시뮬레이션,소프트웨어,13,22,41,78,0,36635884810,"2023 하반기 신규상장,가상현실(VR),증강현실(AR)"
265740,엔에프씨,화장품,13,80,13,16,0,44748318000,"마리화나(대마),화장품,2020 하반기 신규상장"
151860,KG에코솔루션,철강,13,32,63,63,0,248461190120,폐기물처리
258610,케일럼,핸드셋,13,39,78,80,0,38171664525,LNG(액화천연가스)
348950,제이알글로벌리츠,부동산,13,86,56,12,0,517125120000,"리츠(REITs),2020 하반기 신규상장"
298000,효성화학,화학,13,46,46,14,0,147501447900,"수소차(연료전지/부품/충전소 등),석유화학"
242040,나무기술,IT서비스,13,41,32,23,0,47583613000,"클라우드 컴퓨팅,5G(5세대 이동통신),SI(시스템통합)"
122350,삼기,자동차부품,13,24,16,23,0,44282039340,"자동차부품,전기차,수소차(연료전지/부품/충전소 등)"
250060,모비스,생명과학도구및서비스,13,23,16,12,0,79784858720,"지능형로봇/인공지능(AI),핵융합에너지,4차산업 수혜주"
080530,코디,화장품,13,73,84,63,0,54342035885,"화장품,OLED(유기 발광 다이오드),반도체 장비,LCD 부품/소재,LED장비"
004270,남성,전자장비와기기,13,61,33,34,0,39109132800,"리비안(RIVIAN),UAM(도심항공모빌리티)"
199730,바이오인프라,생명과학도구및서비스,13,82,38,23,0,29915857050,2023 상반기 신규상장
229000,젠큐릭스,건강관리장비와용품,13,9,18,75,0,24556262934,"유전자 치료제/분석,2020 상반기 신규상장,코로나19(진단/치료제/백신 개발 등),코로나19(진단키트)"
303530,이노뎁,IT서비스,13,22,31,42,0,49393482270,"2021 상반기 신규상장,보안주(물리),메타버스(Metaverse)"
043910,자연과환경,상업서비스와공급품,13,25,20,23,0,61911735522,"조림사업,모듈러주택,수자원(양적/질적 개선),DMZ 평화공원,4대강 복원"
389030,지니너스,생물공학,13,47,21,13,0,42890472670,"유전자 치료제/분석,2021 하반기 신규상장"
102370,케이옥션,판매업체,13,22,19,16,0,88086494350,"STO(증권형 토큰 발행),2022 상반기 신규상장"
261780,차백신연구소,제약,13,56,23,20,0,77255274240,"2021 하반기 신규상장,백신/진단시약/방역(신종플루, AI 등)"
060850,영림원소프트랩,소프트웨어,12,31,45,17,0,42443820000,"AI 챗봇(챗GPT 등),클라우드 컴퓨팅,재택근무/스마트워크,2020 하반기 신규상장"
032620,유비케어,건강관리기술,12,40,43,27,0,177731258295,"U-Healthcare(원격진료),고령화 사회(노인복지),의료기기"
093640,케이알엠,반도체와반도체장비,12,89,33,49,0,133850602020,시스템반도체
122690,서진오토모티브,자동차부품,12,49,18,40,0,40084492350,자동차부품
307750,국전약품,제약,12,34,18,26,0,163646012115,"치매,제약업체,코로나19(치료제/백신 개발 등),기업인수목적회사(SPAC),코로나19(진단/치료제/백신 개발 등),코로나19(나파모스타트)"
056730,CNT85,건물 건설업,12,78,48,25,0,49654494620,
368600,아이씨에이치,전자장비와기기,12,26,22,60,0,51738120700,"전자파,2022 하반기 신규상장"
001080,만호제강,철강,12,92,45,12,0,108107500000,철강 중소형
083640,인콘,전자장비와기기,12,6,6,33,0,20362731962,"CCTV＆DVR,면역항암제,마스크,재난/안전(지진 등),보안주(물리)"
060540,에스에이티,핸드셋,12,25,18,25,0,37971693618,통신장비
271940,일진하이솔루스,자동차부품,12,19,16,10,0,521820540300,"수소차(연료전지/부품/충전소 등),2021 하반기 신규상장,자동차부품"
258790,소프트캠프,소프트웨어,12,55,15,5,0,22017321204,"기업인수목적회사(SPAC),재택근무/스마트워크,보안주(정보)"
002990,금호건설,건설,12,59,72,33,0,97742258775,"건설 중소형,GTX(수도권 광역급행철도),지주사,수자원(양적/질적 개선)"
041190,우리기술투자,창업투자,12,37,8,6,0,535920000000,"가상화폐(비트코인 등),4차산업 수혜주,STO(증권형 토큰 발행),창투사,두나무(Dunamu)"
105760,포스뱅크,일반 목적용 기계 제조업,12,91,83,68,0,63823486200,
348030,모비릭스,게임엔터테인먼트,12,15,12,14,0,42880967000,"모바일게임(스마트폰),2021 상반기 신규상장,게임"
352910,오비고,소프트웨어,12,5,5,10,0,62746686930,"2021 하반기 신규상장,자율주행차,스마트카(SMART CAR)"
170790,파이오링크,통신장비,12,43,33,21,0,52793741000,"클라우드 컴퓨팅,마이데이터,통신장비,보안주(정보)"
352770,클리노믹스,생물공학,12,97,91,87,0,25314859563,"유전자 치료제/분석,2020 하반기 신규상장"
308080,바이젠셀,제약,12,95,87,22,0,56828033000,"유전자 치료제/분석,2021 하반기 신규상장,면역항암제"
377030,비트맥스,소프트웨어,12,3,90,83,0,63739852064,"2021 하반기 신규상장,메타버스(Metaverse),증강현실(AR)"
