일자,전체사용자,신규사용자,오늘사용자,전체 채팅세션,오늘 신규 채팅세션,전체채팅/전체사용자,오늘채팅/오늘사용자,오늘사용자/전체사용자,
2025-04-23 0:00,1789,8,38,2901,30,1.62,0.79,,,
2025-04-23 0:00,1789,8,38,2901,30,1.62,0.79,,,
2025-04-23 0:00,1789,8,39,2901,30,1.62,0.77,,,
2025-04-23 0:00,1791,10,43,2906,35,1.62,0.81,,,
2025-04-23 0:00,1797,16,57,2913,42,1.62,0.74,0.032,,
2025-04-23 0:00,1816,35,107,2934,63,1.62,0.59,0.059,,
2025-04-23 9:50,1833,52,151,2955,84,1.61,0.56,0.082,,
2025-04-23 10:50,1838,57,173,2977,106,1.62,0.61,0.094,,
2025-04-23 11:50,1846,65,201,3008,137,1.63,0.68,0.109,,
2025-04-23 12:50,1856,75,215,3025,154,1.63,0.72,0.116,,
2025-04-23 13:50,1865,84,232,3047,176,1.63,0.76,0.124,,
2025-04-23 14:50,1867,86,247,3056,185,1.64,0.75,0.132,,
2025-04-23 15:50,1880,99,269,3076,205,1.64,0.76,0.143,,
2025-04-23 16:50,1890,109,296,3111,240,1.65,0.81,0.157,,
2025-04-23 17:50,1893,112,305,3123,252,1.65,0.83,0.161,,
2025-04-23 18:50,1899,118,317,3131,260,1.65,0.82,0.167,,
2025-04-23 19:50,1905,124,330,3143,272,1.65,0.82,0.173,,
2025-04-23 20:50,1912,131,339,3159,288,1.65,0.85,0.177,,
2025-04-23 21:50,1921,140,355,3177,306,1.65,0.86,0.185,,
2025-04-23 22:50,1923,142,366,3188,317,1.66,0.87,0.190,,
2025-04-23 23:50,1927,146,374,3203,332,1.66,0.89,0.194,,
2025-04-24 0:50,1929,2,7,3205,2,1.66,0.29,0.004,,
2025-04-24 1:50,1930,3,17,3210,7,1.66,0.41,0.009,,
2025-04-24 2:50,1931,4,18,3211,8,1.66,0.44,0.009,,
2025-04-24 3:50,1933,6,21,3213,10,1.66,0.48,0.011,,
2025-04-24 4:50,1933,6,24,3215,12,1.66,0.50,0.012,,
2025-04-24 5:50,1933,6,24,3215,12,1.66,0.50,0.012,,
2025-04-24 6:50,1934,7,29,3217,14,1.66,0.48,0.015,,
2025-04-24 7:50,1937,10,40,3225,22,1.66,0.55,0.021,,
2025-04-24 8:50,1939,12,54,3231,28,1.67,0.52,0.028,,
2025-04-24 9:50,1945,18,77,3244,41,1.67,0.53,0.040,,
2025-04-24 10:50,1946,19,98,3267,64,1.68,0.65,0.050,,
2025-04-24 11:50,1946,19,107,3286,83,1.69,0.78,0.055,,
2025-04-24 12:50,1948,21,118,3301,98,1.69,0.83,0.061,,
2025-04-24 13:50,1948,21,126,3312,109,1.70,0.87,0.065,,
2025-04-24 14:50,1951,24,135,3330,127,1.71,0.94,0.069,,
2025-04-24 15:50,1954,27,150,3349,146,1.71,0.97,0.077,,
2025-04-24 16:50,1954,27,157,3371,168,1.73,1.07,0.080,,
2025-04-24 17:50,1957,30,169,3379,176,1.73,1.04,0.086,,
2025-04-24 18:50,1970,43,190,3406,203,1.73,1.07,0.096,,
2025-04-24 19:50,1980,53,214,3428,225,1.73,1.05,0.108,,
2025-04-24 20:50,1988,61,227,3436,233,1.73,1.03,0.114,,
2025-04-24 21:50,1992,65,236,3448,245,1.73,1.04,0.118,,
2025-04-24 22:50,2003,76,253,3459,256,1.73,1.01,0.126,,
2025-04-24 23:50,2008,81,265,3480,277,1.73,1.05,0.132,,
2025-04-25 0:50,2015,7,10,3489,7,1.73,0.70,0.005,,
2025-04-25 1:50,2020,12,19,3490,8,1.73,0.42,0.009,,
2025-04-25 2:50,2022,14,24,3491,9,1.73,0.38,0.012,,
2025-04-25 3:50,2023,15,29,3493,11,1.73,0.38,0.014,,
2025-04-25 4:50,2025,17,33,3496,14,1.73,0.42,0.016,,
2025-04-25 5:50,2026,18,34,3496,14,1.73,0.41,0.017,,
2025-04-25 6:50,2031,23,46,3508,26,1.73,0.57,0.023,,
2025-04-25 7:50,2038,30,67,3518,36,1.73,0.54,0.033,,
2025-04-25 8:50,2043,35,86,3524,42,1.72,0.49,0.042,,
2025-04-25 9:50,2046,38,104,3534,52,1.73,0.50,0.051,,
2025-04-25 10:50,2048,40,121,3550,68,1.73,0.56,0.059,,
2025-04-25 11:50,2051,43,133,3558,76,1.73,0.57,0.065,,
2025-04-25 13:50,2059,51,157,3575,93,1.74,0.59,0.076,,
2025-04-25 14:50,2082,74,198,3601,119,1.73,0.60,0.095,,
2025-04-25 15:50,2091,83,216,3626,144,1.73,0.67,0.103,,
2025-04-25 16:50,2096,88,231,3648,166,1.74,0.72,0.110,,
2025-04-25 17:50,2109,101,253,3678,196,1.74,0.77,0.120,,
2025-04-25 18:50,2111,103,264,3692,210,1.75,0.80,0.125,,
2025-04-25 19:50,2114,106,273,3701,219,1.75,0.80,0.129,,
2025-04-25 20:50,2121,113,283,3708,226,1.75,0.80,0.133,,
2025-04-25 21:50,2128,120,297,3721,239,1.75,0.80,0.140,,
2025-04-25 22:50,2131,123,304,3736,254,1.75,0.84,0.143,,
2025-04-25 23:50,2138,130,317,3748,266,1.75,0.84,0.148,,
2025-04-26 0:50,2142,3,12,3760,9,1.76,0.75,0.006,,
2025-04-26 1:50,2142,3,16,3761,10,1.76,0.63,0.007,,
2025-04-26 2:50,2142,3,18,3761,10,1.76,0.56,0.008,,
2025-04-26 3:50,2142,3,18,3761,10,1.76,0.56,0.008,,
2025-04-26 4:50,2142,3,19,3762,11,1.76,0.58,0.009,,
2025-04-26 5:50,2142,3,20,3762,11,1.76,0.55,0.009,,
2025-04-26 6:50,2144,5,25,3764,13,1.76,0.52,0.012,,
2025-04-26 7:50,2145,6,29,3770,19,1.76,0.66,0.014,,
2025-04-26 8:50,2147,8,40,3775,24,1.76,0.60,0.019,,
2025-04-27 13:50,2214,31,86,3932,45,1.78,0.52,0.039,,
2025-04-27 14:50,2216,33,93,3938,51,1.78,0.55,0.042,,
2025-04-27 15:50,2218,35,99,3949,62,1.78,0.63,0.045,,
2025-04-27 16:50,2220,37,108,3964,77,1.79,0.71,0.049,,
2025-04-27 17:50,2226,43,120,3976,89,1.79,0.74,0.054,,
2025-04-27 18:50,2230,47,129,3986,99,1.79,0.77,0.058,,
2025-04-27 19:50,2232,49,134,3990,103,1.79,0.77,0.060,,
2025-04-27 20:50,2236,53,146,4003,116,1.79,0.79,0.065,,
2025-04-27 21:50,2238,55,151,4016,129,1.79,0.85,0.067,,
2025-04-27 22:50,2238,55,151,4034,147,1.80,0.97,0.067,,
2025-04-27 23:50,2242,59,161,4047,160,1.81,0.99,0.072,,
2025-04-28 0:50,2245,1,8,4065,13,1.81,1.63,0.004,,
2025-04-28 1:50,2246,2,13,4074,22,1.81,1.69,0.006,,
2025-04-28 2:50,2246,2,14,4074,22,1.81,1.57,0.006,,
2025-04-28 3:50,2248,4,18,4079,27,1.81,1.50,0.008,,
2025-04-28 4:50,2249,5,19,4080,28,1.81,1.47,0.008,,
2025-04-28 5:50,2249,5,19,4080,28,1.81,1.47,0.008,,
2025-04-28 6:50,2251,7,28,4089,37,1.82,1.32,0.012,,
2025-04-28 7:50,2254,10,43,4094,42,1.82,0.98,0.019,,
2025-04-28 8:50,2255,11,62,4099,47,1.82,0.76,0.027,,
2025-04-28 9:50,2258,14,82,4105,53,1.82,0.65,0.036,,
2025-04-28 10:50,2258,14,95,4111,59,1.82,0.62,0.042,,
2025-04-28 11:50,2258,14,104,4119,67,1.82,0.64,0.046,,
2025-04-28 12:50,2258,14,111,4121,69,1.83,0.62,0.049,,
2025-04-28 13:50,2261,17,122,4132,80,1.83,0.66,0.054,,
2025-04-28 14:50,2265,21,130,4138,86,1.83,0.66,0.057,,
2025-04-28 15:50,2265,21,141,4143,91,1.83,0.65,0.062,,
2025-04-28 16:50,2272,28,155,4158,106,1.83,0.68,0.068,,
2025-04-28 17:50,2276,32,165,4172,120,1.83,0.73,0.072,,
2025-04-28 18:50,2276,32,174,4179,127,1.84,0.73,0.076,,
2025-04-28 19:50,2276,32,177,4184,132,1.84,0.75,0.078,,
2025-04-28 20:50,2279,35,190,4189,137,1.84,0.72,0.083,,
2025-04-28 21:50,2281,37,200,4194,142,1.84,0.71,0.088,,
2025-04-28 22:50,2286,42,216,4210,158,1.84,0.73,0.094,,
2025-04-28 23:50,2287,43,227,4230,178,1.85,0.78,0.099,,
2025-04-29 0:50,2288,1,11,4230,0,1.85,0.00,0.005,,
2025-04-29 1:50,2289,2,15,4230,0,1.85,0.00,0.007,,
2025-04-29 2:50,2290,3,17,4230,0,1.85,0.00,0.007,,
2025-04-29 3:50,2290,3,17,4230,0,1.85,0.00,0.007,,
2025-04-29 4:50,2290,3,20,4231,1,1.85,0.05,0.009,,
2025-04-29 5:50,2290,3,22,4232,2,1.85,0.09,0.010,,
2025-04-29 6:50,2290,3,27,4233,3,1.85,0.11,0.012,,
2025-04-29 7:50,2291,4,32,4236,6,1.85,0.19,0.014,,
2025-04-29 8:50,2295,8,54,4246,16,1.85,0.30,0.024,,
2025-04-29 9:50,2300,13,77,4260,30,1.85,0.39,0.033,,
2025-04-29 10:50,2302,15,88,4273,43,1.86,0.49,0.038,,
2025-04-29 11:50,2303,16,103,4281,51,1.86,0.50,0.045,,
2025-04-29 12:50,2306,19,116,4287,57,1.86,0.49,0.050,,
2025-04-29 13:50,2306,19,124,4292,62,1.86,0.50,0.054,,
2025-04-29 14:50,2307,20,129,4301,71,1.86,0.55,0.056,,
2025-04-29 15:50,2309,22,142,4314,84,1.87,0.59,0.061,,
2025-04-29 16:50,2311,24,154,4325,95,1.87,0.62,0.067,,
2025-04-29 17:50,2311,24,159,4331,101,1.87,0.64,0.069,,
2025-04-29 18:50,2313,26,166,4339,109,1.88,0.66,0.072,,
2025-04-29 19:50,2315,28,174,4345,115,1.88,0.66,0.075,,
2025-04-29 20:50,2319,32,182,4350,120,1.88,0.66,0.078,,
2025-04-29 21:50,2337,50,213,4364,134,1.87,0.63,0.091,,
2025-04-29 22:50,2343,56,225,4375,145,1.87,0.64,0.096,,
2025-04-29 23:50,2346,59,236,4382,152,1.87,0.64,0.101,,
2025-04-30 0:50,2348,2,13,4392,9,1.87,0.69,0.006,,
2025-04-30 1:50,2351,5,21,4396,13,1.87,0.62,0.009,,
2025-04-30 2:50,2351,5,23,4398,15,1.87,0.65,0.010,,
2025-04-30 3:50,2351,5,24,4398,15,1.87,0.63,0.010,,
2025-04-30 4:50,2351,5,25,4400,17,1.87,0.68,0.011,,
2025-04-30 5:50,2351,5,26,4401,18,1.87,0.69,0.011,,
2025-04-30 6:50,2352,6,34,4409,26,1.87,0.76,0.014,,
2025-04-30 7:50,2352,6,38,4412,29,1.88,0.76,0.016,,
2025-04-30 8:50,2354,8,58,4418,35,1.88,0.60,0.025,,
2025-04-30 9:50,2358,12,78,4424,41,1.88,0.53,0.033,,
2025-04-30 10:50,2361,15,96,4436,53,1.88,0.55,0.041,,
2025-04-30 11:50,2363,17,105,4443,60,1.88,0.57,0.044,,
2025-04-30 12:50,2363,17,112,4449,66,1.88,0.59,0.047,,
2025-04-30 13:50,2365,19,123,4457,74,1.88,0.60,0.052,,
2025-04-30 14:50,2365,19,125,4459,76,1.89,0.61,0.053,,
2025-04-30 15:50,2367,21,141,4465,82,1.89,0.58,0.060,,
2025-04-30 16:50,2370,24,149,4474,91,1.89,0.61,0.063,,
2025-04-30 17:50,2373,27,157,4485,102,1.89,0.65,0.066,,
2025-04-30 18:50,2373,27,159,4490,107,1.89,0.67,0.067,,
2025-04-30 19:50,2374,28,168,4495,112,1.89,0.67,0.071,,
2025-04-30 20:50,2382,36,183,4507,124,1.89,0.68,0.077,,
2025-04-30 21:50,2384,38,187,4509,126,1.89,0.67,0.078,,
2025-04-30 22:50,2385,39,194,4510,127,1.89,0.65,0.081,,
2025-04-30 23:50,2385,39,197,4512,129,1.89,0.65,0.083,,
2025-05-01 0:50,2387,2,6,4523,10,1.89,1.67,0.003,,
2025-05-01 1:50,2387,2,8,4524,11,1.90,1.38,0.003,,
2025-05-01 2:50,2387,2,9,4524,11,1.90,1.22,0.004,,
2025-05-01 3:50,2387,2,12,4524,11,1.90,0.92,0.005,,
2025-05-01 4:50,2389,4,15,4527,14,1.89,0.93,0.006,,
2025-05-01 5:50,2390,5,16,4527,14,1.89,0.88,0.007,,
2025-05-01 6:50,2390,5,16,4528,15,1.89,0.94,0.007,,
2025-05-01 7:50,2391,6,21,4528,15,1.89,0.71,0.009,,
2025-05-01 8:50,2391,6,27,4531,18,1.90,0.67,0.011,,
2025-05-01 9:50,2393,8,36,4536,23,1.90,0.64,0.015,,
2025-05-01 10:50,2397,12,46,4550,37,1.90,0.80,0.019,,
2025-05-01 11:50,2400,15,54,4554,41,1.90,0.76,0.023,,
2025-05-01 12:50,2403,18,63,4557,44,1.90,0.70,0.026,,
2025-05-01 13:51,2405,20,68,4561,48,1.90,0.71,0.028,,
2025-05-01 14:51,2405,20,73,4565,52,1.90,0.71,0.030,,
2025-05-01 15:51,2406,21,77,4568,55,1.90,0.71,0.032,,
2025-05-01 16:50,2413,28,92,4585,72,1.90,0.78,0.038,,
2025-05-01 17:50,2416,31,103,4591,78,1.90,0.76,0.043,,
2025-05-01 18:50,2421,36,110,4597,84,1.90,0.76,0.045,,
2025-05-01 19:50,2424,39,118,4606,93,1.90,0.79,0.049,,
2025-05-01 20:50,2431,46,132,4622,109,1.90,0.83,0.054,,
2025-05-01 21:50,2437,52,147,4634,121,1.90,0.82,0.060,,
2025-05-01 22:50,2443,58,156,4641,128,1.90,0.82,0.064,,
2025-05-01 23:50,2446,61,164,4650,137,1.90,0.84,0.067,,
2025-05-02 0:50,2446,0,2,4652,1,1.90,0.50,0.001,,
2025-05-02 1:50,2448,2,9,4653,2,1.90,0.22,0.004,,
2025-05-02 2:50,2448,2,9,4653,2,1.90,0.22,0.004,,
2025-05-02 3:50,2448,2,10,4653,2,1.90,0.20,0.004,,
2025-05-02 4:50,2450,4,13,4657,6,1.90,0.46,0.005,,
2025-05-02 5:50,2450,4,14,4657,6,1.90,0.43,0.006,,
2025-05-02 6:50,2451,5,20,4659,8,1.90,0.40,0.008,,
2025-05-02 7:50,2452,6,26,4660,9,1.90,0.35,0.011,,
2025-05-02 8:50,2454,8,36,4666,15,1.90,0.42,0.015,,
2025-05-02 9:50,2456,10,52,4668,17,1.90,0.33,0.021,,
2025-05-02 10:50,2460,14,66,4675,24,1.90,0.36,0.027,,
2025-05-02 11:50,2463,17,84,4689,38,1.90,0.45,0.034,,
2025-05-02 12:50,2464,18,91,4693,42,1.90,0.46,0.037,,
2025-05-02 13:50,2464,18,96,4697,46,1.91,0.48,0.039,,
2025-05-02 14:50,2466,20,107,4702,51,1.91,0.48,0.043,,
2025-05-02 15:50,2466,20,115,4708,57,1.91,0.50,0.047,,
2025-05-02 16:50,2467,21,120,4709,58,1.91,0.48,0.049,,
2025-05-02 17:50,2467,21,124,4720,69,1.91,0.56,0.050,,
2025-05-02 18:50,2469,23,131,4728,77,1.91,0.59,0.053,,
2025-05-02 19:50,2469,23,135,4733,82,1.92,0.61,0.055,,
2025-05-02 20:50,2470,24,138,4739,88,1.92,0.64,0.056,,
2025-05-02 21:50,2471,25,142,4743,92,1.92,0.65,0.057,,
2025-05-02 22:50,2474,28,146,4743,92,1.92,0.63,0.059,,
2025-05-02 23:50,2478,32,154,4747,96,1.92,0.62,0.062,,
2025-05-03 0:50,2478,0,4,4747,0,1.92,0.00,0.002,,
2025-05-03 1:50,2478,0,4,4747,0,1.92,0.00,0.002,,
2025-05-03 2:50,2478,0,7,4748,1,1.92,0.14,0.003,,
2025-05-03 3:50,2478,0,8,4748,1,1.92,0.13,0.003,,
2025-05-03 4:50,2478,0,8,4748,1,1.92,0.13,0.003,,
2025-05-03 5:50,2478,0,8,4748,1,1.92,0.13,0.003,,
2025-05-03 6:50,2478,0,8,4748,1,1.92,0.13,0.003,,
2025-05-03 7:50,2478,0,9,4748,1,1.92,0.11,0.004,,
2025-05-03 8:50,2478,0,11,4749,2,1.92,0.18,0.004,,
2025-05-03 9:50,2478,0,21,4753,6,1.92,0.29,0.008,,
2025-05-03 10:50,2478,0,24,4755,8,1.92,0.33,0.010,,
2025-05-03 11:50,2479,1,27,4756,9,1.92,0.33,0.011,,
2025-05-03 12:50,2482,4,32,4772,25,1.92,0.78,0.013,,
2025-05-03 13:50,2483,5,35,4777,30,1.92,0.86,0.014,,
2025-05-03 14:50,2484,6,39,4779,32,1.92,0.82,0.016,,
2025-05-03 15:50,2485,7,46,4783,36,1.92,0.78,0.019,,
2025-05-03 16:50,2488,10,51,4786,39,1.92,0.76,0.020,,
2025-05-03 17:50,2490,12,56,4790,43,1.92,0.77,0.022,,
2025-05-03 18:50,2492,14,62,4794,47,1.92,0.76,0.025,,
2025-05-03 19:50,2493,15,70,4797,50,1.92,0.71,0.028,,
2025-05-03 20:50,2494,16,74,4798,51,1.92,0.69,0.030,,
2025-05-03 21:51,2495,17,78,4802,55,1.92,0.71,0.031,,
2025-05-03 22:50,2495,17,83,4802,55,1.92,0.66,0.033,,
2025-05-03 23:50,2495,17,85,4802,55,1.92,0.65,0.034,,
2025-05-04 0:50,2496,1,4,4805,2,1.93,0.50,0.002,,
2025-05-04 1:50,2497,2,5,4807,4,1.93,0.80,0.002,,
2025-05-04 2:50,2497,2,5,4807,4,1.93,0.80,0.002,,
2025-05-04 3:51,2497,2,5,4807,4,1.93,0.80,0.002,,
2025-05-04 4:50,2498,3,6,4808,5,1.92,0.83,0.002,,
2025-05-04 5:50,2498,3,6,4808,5,1.92,0.83,0.002,,
2025-05-04 6:50,2498,3,7,4808,5,1.92,0.71,0.003,,
2025-05-04 7:50,2499,4,8,4809,6,1.92,0.75,0.003,,
2025-05-04 8:50,2501,6,11,4813,10,1.92,0.91,0.004,,
2025-05-04 9:50,2501,6,11,4813,10,1.92,0.91,0.004,,
2025-05-04 10:50,2502,7,17,4815,12,1.92,0.71,0.007,,
2025-05-04 11:50,2502,7,22,4818,15,1.93,0.68,0.009,,
2025-05-04 12:50,2502,7,28,4825,22,1.93,0.79,0.011,,
2025-05-04 13:50,2502,7,31,4829,26,1.93,0.84,0.012,,
2025-05-04 14:50,2502,7,33,4831,28,1.93,0.85,0.013,,
2025-05-04 15:50,2505,10,39,4836,33,1.93,0.85,0.016,,
2025-05-04 16:50,2507,12,44,4845,42,1.93,0.95,0.018,,
2025-05-04 17:50,2507,12,50,4849,46,1.93,0.92,0.020,,
2025-05-04 18:50,2507,12,54,4851,48,1.93,0.89,0.022,,
2025-05-04 19:50,2507,12,58,4854,51,1.94,0.88,0.023,,
2025-05-04 20:50,2508,13,64,4855,52,1.94,0.81,0.026,,
2025-05-04 21:50,2511,16,69,4860,57,1.94,0.83,0.027,,
2025-05-04 22:50,2512,17,70,4862,59,1.94,0.84,0.028,,
2025-05-04 23:50,2515,20,77,4867,64,1.94,0.83,0.031,,
2025-05-05 0:50,2515,0,5,4868,1,1.94,0.20,0.002,,
2025-05-05 1:50,2515,0,6,4868,1,1.94,0.17,0.002,,
2025-05-05 2:50,2515,0,8,4869,2,1.94,0.25,0.003,,
2025-05-05 3:50,2515,0,9,4869,2,1.94,0.22,0.004,,
2025-05-05 4:50,2515,0,10,4869,2,1.94,0.20,0.004,,
2025-05-05 5:50,2515,0,10,4869,2,1.94,0.20,0.004,,
2025-05-05 6:50,2515,0,11,4869,2,1.94,0.18,0.004,,
2025-05-05 7:50,2515,0,12,4869,2,1.94,0.17,0.005,,
2025-05-05 8:50,2515,0,13,4871,4,1.94,0.31,0.005,,
2025-05-05 9:50,2515,0,15,4876,9,1.94,0.60,0.006,,
2025-05-05 10:50,2516,1,21,4891,24,1.94,1.14,0.008,,
2025-05-05 11:50,2516,1,27,4895,28,1.95,1.04,0.011,,
2025-05-05 12:50,2516,1,32,4900,33,1.95,1.03,0.013,,
2025-05-05 13:50,2516,1,36,4904,37,1.95,1.03,0.014,,
2025-05-05 14:50,2516,1,39,4904,37,1.95,0.95,0.016,,
2025-05-05 15:50,2518,3,45,4909,42,1.95,0.93,0.018,,
2025-05-05 16:50,2520,5,52,4917,50,1.95,0.96,0.021,,
2025-05-05 17:50,2521,6,56,4925,58,1.95,1.04,0.022,,
2025-05-05 18:50,2521,6,59,4925,58,1.95,0.98,0.023,,
2025-05-05 19:50,2522,7,64,4931,64,1.96,1.00,0.025,,
2025-05-05 20:50,2523,8,68,4934,67,1.96,0.99,0.027,,
2025-05-05 21:50,2523,8,73,4935,68,1.96,0.93,0.029,,
2025-05-05 22:50,2525,10,77,4940,73,1.96,0.95,0.030,,
2025-05-05 23:50,2526,11,84,4949,82,1.96,0.98,0.033,,
2025-05-06 0:50,2526,0,3,4955,6,1.96,2.00,0.001,,
2025-05-06 1:50,2527,1,7,4957,8,1.96,1.14,0.003,,
2025-05-06 2:51,2527,1,9,4957,8,1.96,0.89,0.004,,
2025-05-06 3:50,2527,1,10,4957,8,1.96,0.80,0.004,,
2025-05-06 4:50,2527,1,12,4959,10,1.96,0.83,0.005,,
2025-05-06 5:50,2527,1,13,4959,10,1.96,0.77,0.005,,
2025-05-06 6:50,2527,1,13,4959,10,1.96,0.77,0.005,,
2025-05-06 7:50,2527,1,15,4960,11,1.96,0.73,0.006,,
2025-05-06 8:50,2527,1,19,4961,12,1.96,0.63,0.008,,
2025-05-06 9:50,2527,1,21,4962,13,1.96,0.62,0.008,,
2025-05-06 10:50,2527,1,27,4965,16,1.96,0.59,0.011,,
2025-05-06 11:50,2530,4,33,4970,21,1.96,0.64,0.013,,
2025-05-06 12:50,2532,6,43,4978,29,1.97,0.67,0.017,,
2025-05-06 13:50,2533,7,48,4982,33,1.97,0.69,0.019,,
2025-05-06 14:50,2537,11,56,4986,37,1.97,0.66,0.022,,
2025-05-06 15:50,2539,13,64,4995,46,1.97,0.72,0.025,,
2025-05-06 16:50,2542,16,69,5002,53,1.97,0.77,0.027,,
2025-05-06 17:50,2542,16,79,5013,64,1.97,0.81,0.031,,
2025-05-06 18:50,2543,17,87,5020,71,1.97,0.82,0.034,,
2025-05-06 19:50,2543,17,92,5026,77,1.98,0.84,0.036,,
2025-05-06 20:50,2543,17,98,5029,80,1.98,0.82,0.039,,
2025-05-06 21:50,2560,34,125,5044,95,1.97,0.76,0.049,,
2025-05-06 22:50,2582,56,161,5061,112,1.96,0.70,0.062,,
2025-05-06 23:50,2593,67,191,5086,137,1.96,0.72,0.074,,
2025-05-07 0:50,2595,1,11,5091,3,1.96,0.27,0.004,,
2025-05-07 1:50,2598,4,23,5094,6,1.96,0.26,0.009,,
2025-05-07 2:50,2599,5,25,5094,6,1.96,0.24,0.010,,
2025-05-07 3:50,2599,5,26,5095,7,1.96,0.27,0.010,,
2025-05-07 4:50,2599,5,26,5096,8,1.96,0.31,0.010,,
2025-05-07 5:50,2599,5,27,5097,9,1.96,0.33,0.010,,
2025-05-07 6:50,2602,8,33,5102,14,1.96,0.42,0.013,,
2025-05-07 7:50,2608,14,46,5112,24,1.96,0.52,0.018,,
2025-05-07 8:50,2610,16,57,5117,29,1.96,0.51,0.022,,
2025-05-07 9:50,2614,20,72,5120,32,1.96,0.44,0.028,,
2025-05-07 10:50,2615,21,86,5125,37,1.96,0.43,0.033,,
2025-05-07 11:50,2616,22,99,5133,45,1.96,0.45,0.038,,
2025-05-07 12:50,2618,24,109,5141,53,1.96,0.49,0.042,,
2025-05-07 13:50,2619,25,116,5145,57,1.96,0.49,0.044,,
2025-05-07 14:50,2625,31,129,5150,62,1.96,0.48,0.049,,
2025-05-07 15:50,2626,32,135,5156,68,1.96,0.50,0.051,,
2025-05-07 16:50,2628,34,143,5166,78,1.97,0.55,0.054,,
2025-05-07 17:50,2629,35,151,5176,88,1.97,0.58,0.057,,
2025-05-07 18:50,2634,40,167,5184,96,1.97,0.57,0.063,,
2025-05-07 19:50,2638,44,177,5196,108,1.97,0.61,0.067,,
2025-05-07 20:50,2643,49,189,5197,109,1.97,0.58,0.072,,
2025-05-07 21:50,2652,58,217,5215,127,1.97,0.59,0.082,,
2025-05-07 22:50,2677,83,262,5244,156,1.96,0.60,0.098,,
2025-05-07 23:50,2689,95,284,5253,165,1.95,0.58,0.106,,
2025-05-08 0:50,2700,7,17,5268,10,1.95,0.59,0.006,,
2025-05-08 1:50,2704,11,26,5276,18,1.95,0.69,0.010,,
2025-05-08 2:50,2705,12,35,5281,23,1.95,0.66,0.013,,
2025-05-08 3:50,2705,12,37,5281,23,1.95,0.62,0.014,,
2025-05-08 4:50,2706,13,38,5281,23,1.95,0.61,0.014,,
2025-05-08 5:50,2708,15,43,5283,25,1.95,0.58,0.016,,
2025-05-08 6:50,2711,18,54,5289,31,1.95,0.57,0.020,,
2025-05-08 7:50,2721,28,75,5304,46,1.95,0.61,0.028,,
2025-05-08 8:52,2730,37,99,5318,60,1.95,0.61,0.036,,
2025-05-08 9:50,2741,48,124,5326,68,1.94,0.55,0.045,,
2025-05-08 10:50,2745,52,144,5342,84,1.95,0.58,0.052,,
2025-05-08 11:51,2748,55,163,5360,102,1.95,0.63,0.059,,
2025-05-08 12:50,2752,59,175,5370,112,1.95,0.64,0.064,,
2025-05-08 13:50,2756,63,185,5387,129,1.95,0.70,0.067,,
2025-05-08 14:50,2762,69,203,5403,145,1.96,0.71,0.073,,
2025-05-08 15:50,2764,71,216,5418,160,1.96,0.74,0.078,,
2025-05-08 16:51,2766,73,230,5438,180,1.97,0.78,0.083,,
2025-05-08 17:50,2775,82,250,5456,198,1.97,0.79,0.090,,
2025-05-08 18:50,2779,86,266,5478,220,1.97,0.83,0.096,,
2025-05-08 19:51,2782,89,277,5485,227,1.97,0.82,0.100,,
2025-05-08 20:50,2792,99,292,5507,249,1.97,0.85,0.105,,
2025-05-08 21:50,2797,104,303,5516,258,1.97,0.85,0.108,,
2025-05-08 22:50,2803,110,317,5529,271,1.97,0.85,0.113,,
2025-05-08 23:50,2806,113,332,5540,282,1.97,0.85,0.118,,
2025-05-09 0:50,2811,4,13,5554,14,1.98,1.08,0.005,,
2025-05-09 1:50,2813,6,22,5557,17,1.98,0.77,0.008,,
2025-05-09 2:50,2814,7,27,5563,23,1.98,0.85,0.010,,
2025-05-09 3:50,2814,7,29,5565,25,1.98,0.86,0.010,,
2025-05-09 4:50,2814,7,30,5565,25,1.98,0.83,0.011,,
2025-05-09 5:50,2814,7,34,5568,28,1.98,0.82,0.012,,
2025-05-09 6:50,2814,7,39,5573,33,1.98,0.85,0.014,,
2025-05-09 7:50,2814,7,43,5576,36,1.98,0.84,0.015,,
2025-05-09 8:50,2817,10,54,5580,40,1.98,0.74,0.019,,
2025-05-09 9:51,2821,14,70,5593,53,1.98,0.76,0.025,,
2025-05-09 10:50,2825,18,90,5605,65,1.98,0.72,0.032,,
2025-05-09 11:50,2828,21,99,5610,70,1.98,0.71,0.035,,
2025-05-09 12:51,2834,27,116,5622,82,1.98,0.71,0.041,,
2025-05-09 13:50,2840,33,131,5635,95,1.98,0.73,0.046,,
2025-05-09 14:50,2844,37,144,5645,105,1.98,0.73,0.051,,
2025-05-09 15:51,2849,42,159,5659,119,1.99,0.75,0.056,,
2025-05-09 16:51,2863,56,188,5673,133,1.98,0.71,0.066,,
2025-05-09 17:50,2888,81,233,5716,176,1.98,0.76,0.081,,
2025-05-09 18:50,2895,88,247,5731,191,1.98,0.77,0.085,,
2025-05-09 19:50,2902,95,260,5734,194,1.98,0.75,0.090,,
2025-05-09 20:50,2922,115,291,5761,221,1.97,0.76,0.100,,
2025-05-09 21:50,2928,121,308,5773,233,1.97,0.76,0.105,,
2025-05-09 22:50,2930,123,315,5778,238,1.97,0.76,0.108,,
2025-05-09 23:50,2948,141,341,5797,257,1.97,0.75,0.116,,
